,URIs,"(index, label)"
12908,"(11538, 1496, 29, 11539, 46)","(12915, 'einfühlsam gegenüber der produktionsteam sein')"
12909,"(2462, 51, 11540)","(12916, 'fernwärme und -kälte')"
12910,"(11541, 65, 5600, 58)","(12917, 'steuerpult in eisenbahnverkehr bedienen')"
12911,"(11542, 58)","(12918, 'mehlabscheid bedienen')"
12912,"(1959, 3455)","(12919, 'mobil marketing')"
12913,"(333, 120, 8982, 9, 538, 539, 279)","(12920, 'information zu fitness von kunde kundin sammeln')"
12914,"(3944, 1136)","(12921, 'schmuckstück reinigen')"
12915,"(1403, 29, 1721)","(12922, 'anatomie der mund')"
12916,"(3439, 93, 1480, 1368)","(12923, 'eintrittskarte für themenpark verkaufen')"
12917,"(11543, 694, 11544)","(12924, 'handschriftlich text entziffern')"
12918,"(1263, 226, 3701, 62, 2150, 7986)","(12925, 'mitarbeiter über gefahr an arbeitsplatz instruieren')"
12919,"(11545, 142)","(12926, 'verkehrsunfall untersuchen')"
12920,"(1586, 93, 747, 26, 573, 2343)","(12927, 'pädagogik für mensch mit besonderer bedürfnis')"
12921,"(11546, 530, 29, 1874, 9, 6121, 18)","(12928, 'entlassung unter der leitung von krankenpflegepersonal durchführen')"
12922,"(11547,)","(12929, 'venerologie')"
12923,"(11548, 237)","(12930, 'lebensmittelrisike analysieren')"
12924,"(435, 11549, 503)","(12931, 'temporär baustelleninfrastruktur einrichten')"
12925,"(11550, 29, 607, 9, 608, 165)","(12932, 'pflegebedarf der klaue von rind beurteilen')"
12926,"(11551,)","(12933, 'mengenlehre')"
12927,"(3193, 275)","(12934, 'schienenfehler prüfen')"
12928,"(136, 29, 254)","(12935, 'art der bewertung')"
12929,"(4571, 595)","(12936, 'schlachtkörper inspizieren')"
12930,"(772, 773, 62, 11552, 29, 9566, 983)","(12937, 'besucher besucherin an schauplatz der tour informieren')"
12931,"(824, 9, 127, 60, 2980, 237)","(12938, 'eigenschaft von lebensmittel bei eingang analysieren')"
12932,"(11553,)","(12939, 'heimtierkrankheit')"
12933,"(2432, 120, 717)","(12940, 'bestimmung zu medizinprodukt')"
12934,"(4571, 4463)","(12941, 'schlachtkörper teilen')"
12935,"(747, 1118, 3922, 4682, 3627)","(12942, 'mensch aus groß höhe evakuieren')"
12936,"(11554, 11555)","(12943, 'website-sichtbarkeit erhöhen')"
12937,"(431, 4184, 220)","(12944, 'zahnmedizinisch rezept schreiben')"
12938,"(59, 120, 5830, 519)","(12945, 'gerät zu schornsteinfeg nutzen')"
12939,"(11556, 1171)","(12946, 'sanitäreinrichtung anbringen')"
12940,"(28, 246, 3454, 85, 3701, 485)","(12947, 'auf physisch veränderung oder gefahr reagieren')"
12941,"(11557, 6795)","(12948, 'klebeband aufbringen')"
12942,"(11558, 93, 296, 406)","(12949, 'narkosemittel für tier einsetzen')"
12943,"(6756, 2071)","(12950, 'temperatur regeln')"
12944,"(11559,)","(12951, 'vinylschallplatter')"
12945,"(7586,)","(12952, 'mechanik')"
12946,"(70, 120, 5085, 9, 9472, 60, 9473, 7)","(12953, 'maßnahme zu vermeidung von sicherheitsrisiko bei schneeraum anwenden')"
12947,"(3129, 220)","(12954, 'kurdisch schreiben')"
12948,"(3617, 65, 2896)","(12955, 'verwaltung in bildungsbereich')"
12949,"(11560,)","(12956, 'industriedesign')"
12950,"(1068, 29, 11561, 1010)","(12957, 'strategie der differenzialdiagnostik anbieten')"
12951,"(226, 950, 1495, 7029)","(12958, 'über psychotherapeutisch ansatz entscheiden')"
12952,"(2449,)","(12959, 'haarpflegeprodukt')"
12953,"(69, 3271)","(12960, 'öffentlich recht')"
12954,"(283, 29, 127, 21)","(12961, 'qualität der lebensmittel gewährleisten')"
12955,"(11562, 11563)","(12962, 'pulver sieben')"
12956,"(11564, 65, 11565, 605)","(12963, 'mängelüberprüfung in güterwaggon vornehmen')"
12957,"(4349, 93, 29, 1901, 57)","(12964, 'regelung für der kundendienst planen')"
12958,"(11566, 11567, 51, 11568, 1)","(12965, 'flotte bedarfs- und aufgabengerecht verwalten')"
12959,"(8, 9, 2138, 787)","(12966, 'einhaltung von vorgabe sicherstellen')"
12960,"(1009, 62, 10967, 1010)","(12967, 'sozialberatung an telefon anbieten')"
12961,"(3103, 93, 29, 6795, 9, 1362, 151)","(12968, 'möbel für der aufbringen von farbe vorbereiten')"
12962,"(6755, 296)","(12969, 'lebend tier')"
12963,"(7009, 11569, 1112)","(12970, 'dekorativ speisetheko gestalten')"
12964,"(65, 81, 28, 398, 28, 29, 218, 3840)","(12971, 'in bezug auf trend auf der laufenden bleiben')"
12965,"(11570, 2071)","(12972, 'diebstahlschutz regeln')"
12966,"(10146, 275)","(12973, 'eisenbahnsignaltechnik prüfen')"
12967,"(1560, 120, 11571, 9, 174, 353)","(12974, 'beziehung zu eltern von kind pflegen')"
12968,"(3099, 3100, 9, 11572, 994)","(12975, 'teilnehmer teilnehmerin von sophrologiesitzung betreuen')"
12969,"(65, 1163, 28, 29, 848, 62, 8078, 203)","(12976, 'in hinblick auf der teilnahme an finanzmarkt beraten')"
12970,"(450, 5535, 93, 11573, 2882)","(12977, 'neu behandlungsmethod für bluterkrankung erforschen')"
12971,"(11574,)","(12978, 'insourcing-strategie')"
12972,"(11575,)","(12979, 'stanzmaschinentype')"
12973,"(11576,)","(12980, 'taumelverfahr')"
12974,"(99, 3480)","(12981, 'maschine bauen')"
12975,"(11577,)","(12982, 'nexpose')"
12976,"(11578, 77, 78)","(12983, 'produktionsraum instand halten')"
12977,"(11579,)","(12984, 'pharmakotherapie')"
12978,"(769, 29, 1743, 787)","(12985, 'anwendung der gesetz sicherstellen')"
12979,"(11580, 18)","(12986, 'metallschutzgasschweißunge durchführen')"
12980,"(378, 4022, 311)","(12987, 'gesprochen urdu verstehen')"
12981,"(2029, 65, 117, 49)","(12988, 'selbstständig in landschaftsbau arbeiten')"
12982,"(10921, 1682)","(12989, 'wasserfluss bestimmen')"
12983,"(1007, 9, 296)","(12990, 'verhalten von tier')"
12984,"(857, 11581, 7)","(12991, 'klinisch verschlüsselungsverfahren anwenden')"
12985,"(1527, 28, 29, 11582, 12)","(12992, 'medikament auf der verfallsdatum überprüfen')"
12986,"(11583, 445)","(12993, 'lagerstättenerstbewertung abschließen')"
12987,"(539, 51, 538, 60, 29, 2092, 9, 11584, 884)","(12994, 'kundin und kunde bei der bedienung von kartenautomat helfen')"
12988,"(8244, 11585)","(12995, 'postnatal rechtsschutz')"
12989,"(11586, 1)","(12996, 'standard-warenwirtschaftssystem verwalten')"
12990,"(1261, 1345)","(12997, 'integriert design')"
12991,"(194, 65, 3308, 11587)","(12998, 'schiff in hafen lotsen')"
12992,"(2731, 6760, 7518, 1292)","(12999, 'zwischen einzeln arbeitsschicht kommunizieren')"
12993,"(5273, 29, 11588)","(13000, 'internet der ding')"
12994,"(11589, 11590, 42)","(13001, 'nichtformal bildungsaktivität entwickeln')"
12995,"(592, 29, 7950, 51, 11591, 994)","(13002, 'tätigkeit der schöffe und schöffin betreuen')"
12996,"(11592, 3)","(13003, 'getränkevergasungsanlag beaufsichtigen')"
12997,"(11593, 1654)","(13004, 'computergrafik entwerfen')"
12998,"(11594, 1171)","(13005, 'uhrzeiger anbringen')"
12999,"(11595, 269)","(13006, 'kursüberblick erstellen')"
13000,"(11596, 58)","(13007, 'geschosspres bedienen')"
13001,"(11597,)","(13008, 'polsterfüllung')"
13002,"(11598, 3450, 9916)","(13009, 'mittelfristig ziel erreichen')"
13003,"(11599,)","(13010, 'schaumflotationsprozesse')"
13004,"(807, 3536, 93, 1804, 51, 1805, 7)","(13011, 'verschieden trocknungsverfahren für obst und gemüse anwenden')"
13005,"(7504, 178)","(13012, 'informationsdienst organisieren')"
13006,"(450, 233, 269)","(13013, 'neu konzept erstellen')"
13007,"(3805, 102)","(13014, 'flugzeugrumpf kontrollieren')"
13008,"(11600, 8870, 2481)","(13015, 'sensibel kundendaten sichern')"
13009,"(11601, 3)","(13016, 'interessenvertretungsarbeit beaufsichtigen')"
13010,"(939, 272, 2100)","(13017, 'pyrotechnisch material lagern')"
13011,"(3699, 11171, 2506)","(13018, 'emotional intelligenz besitzen')"
13012,"(380, 99)","(13019, 'elektrisch maschine')"
13013,"(819, 2412, 353)","(13020, 'mechanisch schmiedepres pflegen')"
13014,"(5442, 592, 222)","(13021, 'handwerklich tätigkeit überwachen')"
13015,"(29, 2161, 29, 2162, 62, 2150, 21)","(13022, 'der gleichstellung der geschlechter an arbeitsplatz gewährleisten')"
13016,"(11602, 275)","(13023, 'herstellungs-vormaterialie prüfen')"
13017,"(1142, 120, 1016, 9, 4407)","(13024, 'rechtsvorschrift zu schutz von vermögenswert')"
13018,"(3668, 980)","(13025, 'betonpumpe aufbauen')"
13019,"(11603, 622)","(13026, 'bruthorden handhaben')"
13020,"(11604, 250)","(13027, 'abwasserrohr verlegen')"
13021,"(11605,)","(13028, 'devops')"
13022,"(11606,)","(13029, 'biomarker')"
13023,"(1466, 1368)","(13030, 'uhr verkaufen')"
13024,"(7324, 446, 713, 67)","(13031, 'bibliotheksbenutzer digital kompetenz vermitteln')"
13025,"(11607, 93, 11608, 58)","(13032, 'detektor für metallverunreinigung bedienen')"
13026,"(11609, 269)","(13033, 'website-wireframe erstellen')"
13027,"(515, 29, 4505, 67)","(13034, 'grundlage der ingenieurwesen vermitteln')"
13028,"(11610, 269)","(13035, 'definition erstellen')"
13029,"(11611, 55)","(13036, 'signalverstärker installieren')"
13030,"(1369, 42)","(13037, 'testverfahren entwickeln')"
13031,"(11612, 2038)","(13038, 'ladendiebstahl verhindern')"
13032,"(11613, 315)","(13039, 'bordbücher führen')"
13033,"(11614, 28, 29, 515, 9, 713, 11615)","(13040, 'unternehmensteams auf der grundlage von kompetenz bilden')"
13034,"(599, 93, 600, 132)","(13041, 'wickelmaschin für isolierschläuch warten')"
13035,"(11616, 118)","(13042, 'zoopersonal managen')"
13036,"(11617,)","(13043, 'metallziehverfahren')"
13037,"(386, 12)","(13044, 'geschichte überprüfen')"
13038,"(11618, 11619, 18)","(13045, 'umwelttechnisch standortbewertung durchführen')"
13039,"(592, 65, 243, 29, 200, 530, 1274, 9, 11620, 18)","(13046, 'tätigkeit in bereich der sicherheit unter einsatz von hunden durchführen')"
13040,"(11621,)","(13047, 'markteintrittsplanung')"
13041,"(506, 2108)","(13048, 'nutzholz ernten')"
13042,"(136, 9, 11622)","(13049, 'art von duschen')"
13043,"(11623, 11624)","(13050, 'inspektionsrund abgehen')"
13044,"(11625, 55)","(13051, 'wärmeofe installieren')"
13045,"(11626, 180)","(13052, 'steinmetzeise verwenden')"
13046,"(1068, 93, 29, 199, 26, 5384, 4910, 877)","(13053, 'strategie für der umgang mit fall sexuell gewalt')"
13047,"(7009, 10591, 62, 1027, 1171)","(13054, 'dekorativ gestaltungselement an fahrzeug anbringen')"
13048,"(5376, 1654)","(13055, 'windkraftanlage entwerfen')"
13049,"(162, 120, 5015, 353)","(13056, 'kontakt zu manager pflegen')"
13050,"(11627,)","(13057, 'bewegungstechnik')"
13051,"(2603, 1446, 65, 484, 874)","(13058, 'sportlich aktivität in gesundheitswesen fördern')"
13052,"(11628, 2100)","(13059, 'rohmilch lagern')"
13053,"(5158, 93, 107, 11629, 1682)","(13060, 'taktik für ein fußballspiel bestimmen')"
13054,"(372, 51, 2719, 9, 2720, 93, 2721, 37)","(13061, 'herstellung und vertrieb von werbematerialie für reiseziel leiten')"
13055,"(11630, 222)","(13062, 'rechtstitelverfahr überwachen')"
13056,"(2112, 93, 29, 349, 151)","(13063, 'musikinstrument für der aufführung vorbereiten')"
13057,"(11631,)","(13064, 'zugstreck')"
13058,"(3268, 220)","(13065, 'kasachisch schreiben')"
13059,"(157, 65, 2516, 605)","(13066, 'reinigungsarbeit in außenbereich vornehmen')"
13060,"(93, 1017, 51, 200, 29, 25, 65, 76, 1088)","(13067, 'für gesundheit und sicherheit der personal in aquakultur sorgen')"
13061,"(11632, 58)","(13068, 'zwirnmaschin bedienen')"
13062,"(11633, 306)","(13069, 'projektunterlag ausarbeiten')"
13063,"(672, 9, 11634)","(13070, 'pflege von ledererzeugnissen')"
13064,"(11635,)","(13071, 'kinderpsychologie')"
13065,"(11636,)","(13072, 'alkylierung')"
13066,"(7234, 803)","(13073, 'freizeitaktivität vorschlagen')"
13067,"(9170,)","(13074, 'diätetik')"
13068,"(11637, 11638)","(13075, 'energieverteilungsplan überarbeiten')"
13069,"(11639, 2544)","(13076, 'notfallmedikament verabreichen')"
13070,"(11640, 9, 1330, 165)","(13077, 'lahmgehen von pferd beurteilen')"
13071,"(11641, 5071)","(13078, 'fleischgericht kochen')"
13072,"(3586, 151)","(13079, 'montagezeichnung vorbereiten')"
13073,"(5673,)","(13080, 'albanisch')"
13074,"(11642,)","(13081, 'telekommunikationskonzept')"
13075,"(7448, 2117)","(13082, 'ton formen')"
13076,"(11643,)","(13083, 'torah')"
13077,"(9580, 4197, 11644, 237)","(13084, 'produktionsprozeß zwecks optimierung analysieren')"
13078,"(3912, 29, 11645)","(13085, 'störung der selbstbewusstsein')"
13079,"(11646, 180)","(13086, 'deckenstütz verwenden')"
13080,"(11647, 9, 11648, 180)","(13087, 'abguß von körperteile verwenden')"
13081,"(11649, 93, 2172, 151)","(13088, 'untersuchungsraum für strahlentherapie vorbereiten')"
13082,"(1884, 601)","(13089, 'faß reparieren')"
13083,"(11650,)","(13090, 'tiertransporter')"
13084,"(11651, 353)","(13091, 'stauchanlag pflegen')"
13085,"(10888, 9, 11652, 149)","(13092, 'geschwindigkeit von fertigungsmaschin einstellen')"
13086,"(881, 4898, 29, 11653, 1245)","(13093, 'entscheidung bezüglich der nutztierhaltung treffen')"
13087,"(11654, 58)","(13094, 'plasma-schneidbrenner bedienen')"
13088,"(11655, 237)","(13095, 'tiermigration analysieren')"
13089,"(11656,)","(13096, 'fischsort')"
13090,"(11657,)","(13097, 'planktonproduktion')"
13091,"(11658, 2095)","(13098, 'bilateral dolmetschen')"
13092,"(11659, 151)","(13099, 'immobilienvertrag vorbereiten')"
13093,"(11660, 93, 11661, 18)","(13100, 'routinetest für schmieröle durchführen')"
13094,"(11662, 51, 11663, 248)","(13101, 'bewertungsziel und -umfang definieren')"
13095,"(11664, 7)","(13102, 'gebietsplanung anwenden')"
13096,"(28, 515, 9, 11665, 49)","(13103, 'auf grundlage von mistela arbeiten')"
13097,"(11666, 58)","(13104, 'gebläse bedienen')"
13098,"(107, 624, 65, 3753, 51, 3754, 37)","(13105, 'ein team in hotel und gaststättengewerbe leiten')"
13099,"(5888, 59, 42)","(13106, 'thermisch gerät entwickeln')"
13100,"(11667, 58)","(13107, 'geschirrspülmaschine bedienen')"
13101,"(7815, 11668, 57)","(13108, 'geotechnisch feldprospektion planen')"
13102,"(11669, 275)","(13109, 'straßenschild prüfen')"
13103,"(11079, 18)","(13110, 'endoskopie durchführen')"
13104,"(627, 93, 3296, 180)","(13111, 'cad-technik für leiste verwenden')"
13105,"(11670, 269)","(13112, 'erhebungsbericht erstellen')"
13106,"(11671, 93, 6357, 57)","(13113, 'eventmarketing für werbekampagn planen')"
13107,"(2028, 51, 38)","(13114, 'nebenprodukt und abfall')"
13108,"(9, 5015, 85, 5016, 11672, 2461, 7531)","(13115, 'von manager oder managerin erstellt entwurf durchsehen')"
13109,"(2000, 120, 11673, 9, 11674, 622)","(13116, 'gegenstand zu schaffung von illusion handhaben')"
13110,"(333, 65, 11675, 2347)","(13117, 'information in umlauf bringen')"
13111,"(1943, 9, 11676, 65, 3922, 4682)","(13118, 'risiko von werbekonstruktion in groß höhe')"
13112,"(1202, 65, 243, 2570, 18)","(13119, 'qualitätssicherung in bereich lebensmittelverarbeitung durchführen')"
13113,"(84, 205, 1654)","(13120, 'wissenschaftlich ausrüstung entwerfen')"
13114,"(152, 93, 772, 2419)","(13121, 'vorrat für besucher zusammenstellen')"
13115,"(2272, 702, 429)","(13122, 'analytisch erkenntnis mitteilen')"
13116,"(62, 232, 11677, 1101)","(13123, 'an künstlerisch mediationsaktivität teilnehmen')"
13117,"(372, 9, 1004)","(13124, 'herstellung von werkzeug')"
13118,"(11678, 222)","(13125, 'gärung überwachen')"
13119,"(11679,)","(13126, 'metall-erodierverfahre')"
13120,"(11111, 51, 11680)","(13127, 'blume und pflanzenerzeugnisse')"
13121,"(226, 171, 203)","(13128, 'über tierschutz beraten')"
13122,"(1896, 9, 5345, 93, 1419, 1468)","(13129, 'merkmal von peripheriegerät für computer erläutern')"
13123,"(1068, 93, 29, 951, 9, 143, 42)","(13130, 'strategie für der behandlung von patient entwickeln')"
13124,"(2170, 12)","(13131, 'dach überprüfen')"
13125,"(65, 5711, 962)","(13132, 'in gottesdienst assistieren')"
13126,"(824, 9, 1887, 128)","(13133, 'eigenschaft von textilie bewerten')"
13127,"(11681, 93, 11682, 269)","(13134, 'ernährungskonzept für tierfuttermittel erstellen')"
13128,"(11683, 237)","(13135, 'softwarespezifikationen analysieren')"
13129,"(380, 11684, 132)","(13136, 'elektrisch grubenanlage warten')"
13130,"(226, 6657, 203)","(13137, 'über sozialversicherungsleistung beraten')"
13131,"(11685, 11686, 58)","(13138, 'pneumatisch förderanlage bedienen')"
13132,"(11687, 216)","(13139, 'rentenmarkt beobachten')"
13133,"(11688, 237)","(13140, 'baumbestand analysieren')"
13134,"(11689, 3)","(13141, 'outdoor-intervention beaufsichtigen')"
13135,"(7774, 11690)","(13142, 'schornstein fegen')"
13136,"(11691, 91, 3058)","(13143, 'ökonomisch entwicklung voraussagen')"
13137,"(11692, 2250, 1010)","(13144, 'pädiatrisch chiropraktik anbieten')"
13138,"(200, 65, 1059, 21)","(13145, 'sicherheit in lager gewährleisten')"
13139,"(11693,)","(13146, 'zytogenetik')"
13140,"(819, 59, 28, 194, 58)","(13147, 'mechanisch gerät auf schiff bedienen')"
13141,"(3633, 93, 11694)","(13148, 'industrie für heimtierprodukt')"
13142,"(711, 65, 1547, 165)","(13149, 'problem in weinberg beurteilen')"
13143,"(11695, 11696)","(13150, 'thc hydra')"
13144,"(1951, 1600, 605)","(13151, 'chiropraktisch untersuchung vornehmen')"
13145,"(11697, 695)","(13152, 'unternehmensführung umsetzen')"
13146,"(11698, 7)","(13153, 'vornähtechniko anwenden')"
13147,"(378, 7272, 311)","(13154, 'gesprochen weißrussisch verstehen')"
13148,"(766, 3306)","(13155, 'datum verarbeiten')"
13149,"(8459,)","(13156, 'kinderschutz')"
13150,"(11699, 222)","(13157, 'gefrierverfahr überwachen')"
13151,"(283, 9, 2389)","(13158, 'qualität von fischprodukt')"
13152,"(11700, 26, 521, 522, 29, 523, 14, 259)","(13159, 'gruppenarbeit mit nutzer nutzerinn der sozial dienst betreiben')"
13153,"(866, 1842, 62, 1477, 18)","(13160, 'chemisch test an metall durchführen')"
13154,"(11701,)","(13161, 'bürstenart')"
13155,"(11702,)","(13162, 'galvanikanlagenteil')"
13156,"(8285, 9, 11703, 3647)","(13163, 'erbringung von bahndienst verbessern')"
13157,"(11704, 11705, 2314)","(13164, 'versicherte geschädigte befragen')"
13158,"(28, 2160, 4060, 8395)","(13165, 'auf interdisziplinär ebene kooperieren')"
13159,"(1952, 51, 2760)","(13166, 'gesundheitsschutz und sicherheitsvorschrift')"
13160,"(11706, 58)","(13167, 'texiltrocknermaschin bedienen')"
13161,"(11707, 58)","(13168, 'holzsägemaschin bedienen')"
13162,"(2067, 120, 333, 4077)","(13169, 'zugang zu information ermöglichen')"
13163,"(11708, 65, 5495, 787)","(13170, 'sicherheitsbedingung in lagerraum sicherstellen')"
13164,"(11709, 58)","(13171, 'lötgerat bedienen')"
13165,"(11710, 11711)","(13172, 'wolle scheren')"
13166,"(1263, 2736, 1999, 11712, 120, 9916)","(13173, 'mitarbeiter motivieren um umsatzziel zu erreichen')"
13167,"(8200, 1600, 810)","(13174, 'radiologisch untersuchung interpretieren')"
13168,"(1330, 2353)","(13175, 'pferd reiten')"
13169,"(11713, 1095)","(13176, 'temperaturmessgeräte anpassen')"
13170,"(11714, 605)","(13177, 'trauung vornehmen')"
13171,"(11715, 2544)","(13178, 'schwangerschaftsmassag verabreichen')"
13172,"(11716, 57)","(13179, 'fliesenverlegung planen')"
13173,"(205, 120, 1381, 691, 176)","(13180, 'ausrüstung zu richtig zeitpunkt bereitstellen')"
13174,"(807, 59, 65, 11717, 58)","(13181, 'verschieden gerät in untertagebau bedienen')"
13175,"(11718, 308)","(13182, 'brandabschottunge einbauen')"
13176,"(1274, 1597, 59, 222)","(13183, 'einsatz militärisch gerät überwachen')"
13177,"(11719, 330)","(13184, 'zusatzwerkstoff auswählen')"
13178,"(10914, 26, 11720, 315)","(13185, 'schriftverkehr mit lizenzbewerber führen')"
